"action_allow","Zezwól"
"resource_holder_name_wild_flax_patch","Len (rosnący dziko)"
"resource_holder_name_flax_patch","Len"
"resource_holder_name_hay_patch","Wysoka trawa"
"resource_holder_name_herbs_patch","Zioła"
"resource_holder_name_mushroom_patch","Grzyby"
"resource_holder_name_shrub_generic","Krzaki"
"resource_holder_name_shrub_ivy","Bluszcz"
"resource_holder_name_shrub_redcurrant","Czerwona porzeczka"
"resource_holder_name_tree_birch","Brzoza"
"resource_holder_name_tree_oak","Dąb"
"resource_holder_name_tree_pine","Sosna"
"resource_holder_name_tree_plane","Klon"
"resource_phase_fruitelss","Bez owoców"
"resource_phase_seeding","Nadchodzi okres wytwarzania nasion"
"resource_phase_growing","Rośnie"
"resource_phase_ripening","Dojrzewa"
"resource_phase_ripe","Dojrzały"
"resource_phase_young","Młody"
"resource_phase_dead","Zwiędły"
"resource_phase_flowering","Kwitnie"
"resource_phase_budding","Puszcza pędy"
"resource_phase_mature","Dojrzały"
"resource_phase_sapling","Sadzonka"
"dont_harvest","Nie zbieraj"
"dont_cut","Nie wycinaj"
"resource_holder_name_dig_marker_wetlandDirt","Bagienna gleba"
"resource_holder_info_dig_marker_wetlandDirt","Żyzna gleba, nadająca się do sadzenia upraw, ale mocno nasiąknięta wodą. Prace ziemne (np. kopanie piwnic) na tym terenie nie będą skuteczne."
"voxel_rocky","Kamienista gleba"
"voxel_grass","Trawa"
"voxel_dirt","Ziemia"
"voxel_limestone","Wapień"
"voxel_clay","Glina"
"voxel_iron","Żelazo"
"voxel_salt","Sól"
"voxel_gold","Złoto"
"voxel_granite","Granit"
"voxel_sand","Piasek"
"voxel_silver","Srebro"
"voxel_coal","Węgiel"
"voxel_impureLimestone","Złoże wapienia (zanieczyszczone)"
"voxel_wetlandDirt","Bagienna gleba"
"animal_info_deer","Leśne zwierzę, będące częstym obiektem polowań szlachetnie urodzonych panów, a czasami nawet hodowane przez nich dla rozrywki."
"animal_info_hare","Dziki zając jest bojaźliwy, ale jednocześnie bardzo szybki i trudno go złapać. Smaczny w potrawce i można zdjąć z niego futro."
"animal_info_wolf","Pomimo wysiłków Edwarda I, który chciał je wytępić, wilki powróciły do lasów i nadal przemierzają angielskie bory i lasy. Strzeż się."
"animal_name_deer","Jeleń"
"animal_name_hare","Zając"
"animal_name_wolf","Wilk"
"animal_name_boar","Dzik"
"animal_name_fox","Lis"
"animal_name_rat","Szczur"
"animal_name_polecat","Tchórz"
"animal_name_cow","Krowa"
"animal_name_goat","Koza"
"animal_name_sheep","Owca"
"animal_name_donkey","Osioł"
"animal_name_cat","Kot"
"animal_name_dog","Pies"
"animal_name_pheasant","Bażant"
"animal_name_chicken","Kura"
"animal_name_pig","Świnia"
"animal_name_bear","Niedźwiedź"
"animal_info_bear","Wielki drapieżnik, który rzekomo wyginął na tych ziemiach, ale najwyraźniej powrócił i jest bardzo groźny. Zapewne uciekł z wybiegu dla niedźwiedzi."
"animal_name_badger","Borsuk"
"animal_name_hound","Dziki ogar"
"animal_name_london_pigs","Londyńskie świnie"
"animal_info_boar","Przerażające zwierzę, nieustraszone w obliczu śmierci. Dzik to trudny przeciwnik w sam raz dla rycerza szkolącego się w swoim rzemiośle."
"animal_info_wild_hound","Bezpańskie psy pozbawione ludzkiego nadzoru łączą się w krwiożercze sfory. Wygłodniałe, dzikie i bezlitosne."
"animal_info_fox","Stary Lis Przechera to wielki spryciarz, który wykradnie ci kury i wystraszy owce."
"animal_info_badger","Te nocne stworzenia zwykle pilnują własnych spraw, ale zjadają absolutnie wszystko i w zetknięciu z człowiekiem mogą być agresywne."
"animal_info_rat","Chrobot i drapanie. Pogryziona żywność i zapasy. Wyczuwasz robotę szczura."
"animal_info_london_pigs","Gdy Londyn popadł w ruinę, te należące niegdyś do szpitala Świętego Antoniego dzikie świnie zakosztowały ludzkiego mięsa."
"animal_info_pheasant","Na bażanty najlepiej polować z wyszkolonym ogarem. Bażant nie jest zbyt inteligentnym ptakiem, ale na pewno smacznym."
"animal_info_sheep","Za sprawą owiec angielskie łąki przynoszą zyski. Zapewniają cenną wełnę, a także mięso, mleko i skórę."
"animal_info_goat","Koza daje mleko, mięso i skóry. Zjada niemal wszystko i czuje się dobrze nawet na mało żyznym pastwisku."
"animal_info_chicken","Te przyjazne, pokryte piórami zwierzęta dostarczają jaja i mięso. Wymagają regularnej opieki i trzeba pilnować ich przed drapieżnikami."
"animal_info_cat","Przydatny do polowania na szkodniki, ale może być w konszachtach z diabłem. Element katarskich obrzędów i zwyczajowy towarzysz czarownic."
"animal_info_dog","Dobrze wyszkolony pies, który pilnuje domu albo biegnie u twojego boku na łowach, jest niewątpliwie symbolem statusu."
"animal_info_pig","Tłustego wieprza należy tuczyć leśnymi żołędziami. Zwierzę, które może zostać stracone za morderstwo – lepiej pilnujcie swoi dziatek."
"resource_holder_info_tree_apple","Rodzi smaczne, jesienne owoce, a jej drewno idealnie nadaje się do obróbki."
"resource_holder_name_tree_apple","Jabłoń"
"animal_info_polecat","Nocny drapieżnik polujący na króliki, szczury i ptaki. Ten zwinny ssak zabija swoją ofiarę błyskawicznym ugryzieniem w szyję."
"animal_info_cow","Kopytne bydło hodowane ze względu na mięso i mleko. Najcenniejszy dobytek każdego chłopa."
"animal_info_donkey","Uparty, wszechobecny i ciężko pracujący. Spokojne zwierzę pociągowe, wykorzystywane do transportu ciężkich ładunków."
"resource_holder_info_tree_willow","Srebrzystolistna mieszkanka terenów przybrzeżnych i mokradeł. Wierzba szybko rośnie i jest giętka."
"resource_holder_name_tree_willow","Wierzba"
"resource_holder_info_reed_patch","Rośnie na płyciznach lub bagnistym podłożu, otulając niziny falującym złocistym kolorem."
"resource_holder_name_reed_patch","Trzcina"
"animal_name_water_vole","Szczur wodny"
"animal_info_water_vole","W niewielkiej jamie na brzegu rzeki błyskają bystre oczka. Plusk! I już zniknęły."
"animal_name_mallard","Dzika kaczka"
"animal_info_mallard","Ptactwo wodne. Samice są brązowe, a z kolei samce mają jaskrawo zielone i niebieskie upierzenie."
"animal_name_fish_pike","Szczupak"
"animal_info_fish_pike","Do złowienia tego potwora będzie potrzebna mocna linka. Najlepiej podać z mocnym sosem galantynowym i przyprawić cynamonem."
"animal_name_fish_trout","Pstrąg"
"animal_info_fish_trout","Można spotkać go wszędzie tam, gdzie woda jest czysta i występuje mnóstwo niewielkich owadów. Pysznie smakuje, gdy usmażyć go z masłem i ziołami."
"animal_name_eel","Węgorz"
"animal_info_eel","Podstawowe danie postne. Z tej wężowatej ryby, gdy ją podsmażyć, przyprawić i przyrządzić w sosie z niedojrzałych winogron, powstaje pyszny bulion saraceński."
"warning_message_info_Bleeding","Ustaw zdrowienie w panelu zajęć, aby pozostali osadnicy mogli opatrzyć swoje rany i zatrzymać krwawienie."
"warning_message_info_Cold","Uszyj odpowiednie ubrania, aby osadnikom było ciepło podczas chłodów."
"warning_message_info_CriticalCondition","Poziom zdrowia twoich osadników jest niski. Zdrowienie i sen pomogą im zregenerować siły."
"warning_message_info_Hunger","Zbierz więcej żywności albo wytwórz ją w miejscach, takich ogniska lub piece."
"warning_message_info_HunterMissingWeapon","Osadnicy mają przydzielone zadania łowieckie, ale nie posiadają broni dystansowej.<br/> Wyposaż swoich myśliwych w broń dystansową, aby mogli polować."
"warning_message_info_Idle","Warto znaleźć takim osobom coś do zrobienia."
"warning_message_info_LowStockpileFood","Twoje zapasy żywności zaczynają się kurczyć. Brakuje jedzenia dla osadników.<br/><br/> Zdobądź więcej żywności, zbierając ją, polując lub uprawiając rolę. <b>(liczy się tylko żywność umieszczona w składzie)</b><br/><br/>Zbieractwo – rozkaż wybranym osadnikom zbieranie jagód lub grzybów<br/><br/>Polowanie – oznacz wybrane zwierzęta jako obiekt polowań i pozyskaj z nich mięso<br/><br/>Rolnictwo – zdobywaj wiedzę i twórz pola uprawne, aby zapewnić stały dopływ składników żywności."
"warning_message_info_MissingBed","Liczba łóżek musi odpowiadać liczbie osadników.<br/><br/>Zbuduj kilka łóżek, aby twoi osadnicy mogli dobrze się wyspać w nocy."
"warning_message_info_MoodLow","Pogarsza się samopoczucie części twoich osadników.<br/><br/>Jeżeli jego poziom będzie zbyt niski, przestaną pracować i wykonywać rozkazy, a nawet mogą posunąć się do destrukcyjnych zachowań, takich jak obżarstwo i pijaństwo, których efektem może być nawet śmierć.<br/><br/>Jeżeli poziom samopoczucia spadnie do zera, mieszkaniec opuszcza osadę.<br/><br/>Zwalczaj złe samopoczucie, zapewniając osadnikom smaczne posiłki, warunki do dobrego snu w nocy oraz odpowiednią liczbę godzin wypoczynku w ciągu dnia."
"warning_message_info_Raid","Uzbrój swoich osadników. Zostaliśmy zaatakowani!"
"warning_message_info_Sleep","Twoi osadnicy są wyczerpani. To oznacza, że nie mają wystarczająco dużo snu.<br/><br/>Dopilnuj, aby każdy osadnik wysypiał się odpowiednio długo."
"warning_message_info_Warmth","Każ osadnikom pozostać w budynkach albo uszyj odpowiednie ubrania przystosowane do upałów."
"warning_message_short_Bleeding","<style=DefaultRed>Osadnicy wykrwawiają się</style>"
"warning_message_short_Cold","<style=DefaultRed>Osadnicy cierpią z powodu zimna</style>"
"warning_message_short_CriticalCondition","<style=DefaultRed>Stan krytyczny</style>"
"warning_message_short_Hunger","<style=DefaultRed>Osadnicy głodują</style>"
"warning_message_short_HunterMissingWeapon","Myśliwemu brakuje broni dystansowej"
"warning_message_short_Idle","Osadnicy nic nie robią"
"warning_message_short_LowStockpileFood","Mało zapasów żywności w składzie"
"warning_message_short_MissingBed","Brak łóżek"
"warning_message_short_MoodLow","<style=DefaultRed>Osadnicy są niezadowoleni</style>"
"warning_message_short_Raid","<style=DefaultRed>Najazd!</style>"
"warning_message_short_Sleep","<style=DefaultRed>Osadnicy są wyczerpani</style>"
"warning_message_short_Warmth","Osadnicy cierpią z powodu upałów"
"warning_message_short_MissingStockpile","Brak miejsca do składowania zasobów"
"warning_message_info_MissingStockpile","Stwórz skład, aby osadnicy mogli składować tam zasoby."
"warning_message_short_MealProduction","Brak miejsca do przygotowywania posiłków"
"warning_message_info_MealProduction","Stwórz miejsce, w którym będzie można przyrządzać posiłki z surowej żywności, przykładowo ognisko albo piec.<br/>Posiłki mogą poprawić samopoczucie osadników."
"warning_message_short_Recreation","Wypoczynek"
"warning_message_info_Recreation","Pamiętaj, aby zapewnić osadnikom wypoczynek.<br/><br/>Istnieje kilka sposobów spędzania wolnego czasu.<br/><br/>Religia – w zależności od przynależności religijnej twoi osadnicy będą chcieli modlić się w kapliczce, świątyni Bractwa Dębu albo kaplicy restytucjonistów.<br/><br/>Picie – osadnicy lubią wychylić kufel piwa (niektórzy bardziej od innych)<br/><br/>Gry – gry w rodzaju tryktraka zapewnią osadnikom dobrą rozrywkę.<br/><br/>Aby dowiedzieć się więcej, zapoznaj się z zakładkami statystyk i nastroju na ekranie wyboru osadnika."
"warning_message_short_ResearchBench","Brakuje stołu badawczego"
"warning_message_info_ResearchBench","Zbuduj podstawowy stół badawczy, aby odblokować nowe badania"
"warning_message_short_AvailableResearch","Dostępne badania"
"warning_message_info_AvailableResearch","Masz dostępną wiedzę, aby odblokować nowe badania"
"warning_message_short_WinterClothes","Zbliża się zima"
"warning_message_info_WinterClothes","Przygotuj się do mroźnej zimy, zapewniając osadnikom ciepłe ubrania.<br/><br/>Uszyj kilka zimowych ubrań na stanowisku krawieckim"
"warning_message_short_MoodLowRevolt","<style=Rebellious>Bunt</style>"
"warning_message_info_MoodLowRevolt","Twoi osadnicy mają dość i przez kilka następnych godzin nie będą pracować ani wykonywać twoich poleceń."
"warning_message_short_Unconscious","<style=DefaultRed>Osadnicy są nieprzytomni</style>"
"warning_message_info_Unconscious","Twoi osadnicy leżą nieprzytomni. Powodem mogą być obrażenia albo brak snu. Wyślij jednego z osadników, aby zaniósł ich do łóżka, gdzie będą mogli dojść do siebie."
"warning_message_short_NeedTending","<style=DefaultRed>Ranny osadnik wymaga leczenia</style>"
"warning_message_info_NeedTending","Twoi osadnicy odnieśli obrażenia.<br/><br/>Aby ich rany mogły się zagoić, osadnicy muszą dojść do zdrowia albo zostać przeniesieni nieprzytomni do łóżka przez innego osadnika.<br/><br/>Dopiero wtedy mogą zająć się nimi osadnicy przydzieleni do opatrywania ran."
"warning_message_short_DefensiveStructure","Rozbuduj fortyfikacje"
"warning_message_info_DefensiveStructure","Zbuduj obiekty obronne takie jak blanki i pułapki, aby przygotować się na potencjalny atak najeźdźców."
"beam_error_default","Belka nośna musi zostać umieszczona pomiędzy 2 ścianami lub elementami terenu"
"can_not_deal_damage_to_target","Ta broń nie zrobi krzywdy celowi ataku"
"cannot_build_on_edge","Nie można umieścić budynku tak blisko krawędzi mapy"
"cannot_build_on_top_layer","Osiągnięto najwyższy punkt. Nie można umieszczać budynków tak wysoko"
"cannot_change_during_raid","Podczas ataków duża szybkość jest wyłączona"
"cannot_dig_bedrock","Docierasz do skały, nie można kopać już głębiej"
"cannot_dig_edge","Nie można prowadzić wydobycia blisko krawędzi mapy"
"cannot_place_stockpile_on_edge","Nie można umieścić składu tak blisko krawędzi mapy"
"cannot_plant_on_edge","Nie można umieścić pola uprawnego tak blisko krawędzi mapy"
"construction_failed","Nie udało się zbudować"
"default_error_space_not_buildable","Nie można umieścić obiektu w tym miejscu"
"error_ladder_blocked","Nie można umieścić obiektu w tym miejscu"
"default_error_space_taken","Przestrzeń jest zajęta"
"dig_failed","Wydobyte surowce uległy zniszczeniu"
"error_selection_order_chopping","Musisz wybrać w pełni wyrośnięte drzewo"
"error_selection_order_cutting","Musisz wybrać krzew albo roślinę nadającą się do zbioru"
"error_selection_order_digging","Wybierz element terenu"
"error_selection_order_harvesting","Musisz wybrać nadającą się do zbioru roślinę, która jest dojrzała"
"error_selection_order_mining","Musisz wybrać nadającą się do wydobycia skałę albo bryłę"
"floor_error_beam_distance","Podłogi mogą wisieć w powietrzu tylko 3 pola od elementu wspierającego"
"general_birthday_today","<name> kończy dziś <age> lat"
"general_birthday_info",""
"general_today",""
"harvest_failed","Zniszczone zbiory"
"pile_has_decomposed","– uległo rozpadowi w składzie"
"pile_has_rotten","Zasoby <resource_name> zgniły na stosie składu i zmieniły się w: <rotten_resource>"
"placement_error_beam","Nie można umieścić belki nad schodami lub dachem"
"placement_error_stairs_blocking","Nieprawidłowe ustawienie. Schody są zablokowane."
"placement_error_stairs_dead_end","Nieprawidłowe ustawienie. Schody prowadzą donikąd."
"plant_cut_failed","Nieumiejętne ścinanie roślin"
"raiders_no_damage_for_period","Uznawszy, że wyrządzili już wystarczające szkody twojej osadzie, najeźdźcy odchodzą."
"raiders_defeated","Poniósłszy ciężkie straty, najeźdźcy uciekają."
"raiders_won","Uznawszy, że wyrządzili już wystarczające szkody twojej osadzie, najeźdźcy odchodzą."
"enemies_have_appeared","<number> wrogów w pobliżu"
"enemies_have_started_attacking","Wrogowie rozpoczęli atak!"
"voxel_not_diggable","Nie można już kopać głębiej"
"has_died","<name> nie żyje"
"has_fainted","<name> jest [nieprzytomny/nieprzytomna]."
"settler_is_unconscious","<name> jest [nieprzytomny/nieprzytomna]."
"error_place_stability","Nie można umieścić budynku tak daleko od stabilnej budowli"
"error_place_roof","Umieszczenie dachu wymaga dwóch punktów podparcia"
"error_roof_max","Maksymalna rozpiętość dachu wynosi {0}"
"error_beam_intersect","Nie można umieścić belki, ponieważ krzyżuje się ona z inną belką"
"error_beam_min_distance","Belka nie może sięgać tak daleko. Maksymalna odległość dla belki wynosi {0}."
